NCT Number	Title	Acronym	Status	Conditions	Interventions	Outcome Measures	Sponsors	Gender	Age	Enrollment	Funders	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	Last Verified	First Submitted	First Posted	Results First Submitted	Results First Posted	Last Update Submitted	Last Update Posted	URL	Setting	Stage	Sponsor_Type	Controlled	Multi-Arm	Pediatric	Country_PI	Cancer_Group	Cancer_Type	Drug_INN	Primary-EP	Phase	DrugBank	Removed
NCT02675452	AMG 176 First in Human Trial in Participants With Relapsed or Refractory Multiple Myeloma and Participants With Relapsed or Refractory Acute Myeloid Leukemia		Recruiting	Relapsed or Refractory Multiple Myeloma|Relapsed or Refractory Acute Myeloid Leukemia	Drug: AMG 176; Drug: Azacitidine; Drug: Itraconazole	Multiple Myeloma (MM) Part 1a Incidence of dose-limiting toxicities (DLTs); MM Part 1a Incidence of treatment-related adverse events; MM Part 1a Incidence of treatment-emergent adverse events; MM Part 1a Incidence of clinically significant changes in vital signs; MM Part 1a Incidence of clinically significant changes in electrocardiograms (ECGs); MM Part 1a Incidence of clinically significant changes in clinical laboratory tests; MM Part 1a Pharmacokinetic (PK) parameters for AMG 176: maximum observed concentration (Cmax); MM Part 1a Pharmacokinetic parameters for AMG 176: area under the concentration-time curve (AUC); MM Part 1a Pharmacokinetic parameters for AMG 176: clearance (CL); MM Part 1a Pharmacokinetic parameters for AMG 176: half-life (t1/2); MM Part 1b Incidence of DLTs; MM Part 1b Incidence of treatment-related adverse events; MM Part 1b Incidence of treatment-emergent adverse events; MM Part 1b Incidence of clinically significant changes in vital signs; MM Part 1b Incidence of clinically significant changes in ECGs; MM Part 1b Incidence of clinically significant changes in clinical laboratory tests; MM Part 1b Pharmacokinetic parameters for AMG 176: Cmax; MM Part 1b Pharmacokinetic parameters for AMG 176: AUC; MM Part 1b Pharmacokinetic parameters for AMG 176: CL; MM Part 1b Pharmacokinetic parameters for AMG 176: t1/2; Acute Myeloid Leukemia (AML) Part 3a Incidence of DLTs; AML Part 3a Incidence of treatment-related adverse events; AML Part 3a Incidence of treatment-emergent adverse events; AML Part 3a Incidence of clinically significant changes in vital signs; AML Part 3a Incidence of clinically significant changes in ECGs; AML Part 3a Incidence of clinically significant changes in clinical laboratory tests; AML Part 3a Pharmacokinetic parameters for AMG 176: Cmax; AML Part 3a Pharmacokinetic parameters for AMG 176: AUC; AML Part 3a Pharmacokinetic parameters for AMG 176: CL; AML Part 3a Pharmacokinetic parameters for AMG 176: t1/2; AML Part 3b Incidence of DLTs; AML Part 3b Incidence of treatment-related adverse events; AML Part 3b Incidence of treatment-emergent adverse events; AML Part 3b Incidence of clinically significant changes in vital signs; AML Part 3b Incidence of clinically significant changes in ECGs; AML Part 3b Incidence of clinically significant changes in clinical laboratory tests; AML Part 3b Pharmacokinetic parameters for AMG 176: Cmax; AML Part 3b Pharmacokinetic parameters for AMG 176: AUC; AML Part 3b Pharmacokinetic parameters for AMG 176: CL; AML Part 3b Pharmacokinetic parameters for AMG 176: t1/2; AML Part 3c Incidence of DLTs; AML Part 3c Incidence of treatment-related adverse events; AML Part 3c Incidence of treatment-emergent adverse events; AML Part 3c Incidence of clinically significant changes in vital signs; AML Part 3c Incidence of clinically significant changes in ECGs; AML Part 3c Incidence of clinically significant changes in clinical laboratory tests; AML Part 3c Pharmacokinetic parameters for AMG 176: Cmax; AML Part 3c Pharmacokinetic parameters for AMG 176: AUC; AML Part 3c Pharmacokinetic parameters for AMG 176: CL; AML Part 3c Pharmacokinetic parameters for AMG 176: t1/2; AML Part 3d Pharmacokinetic parameters for AMG 176 and itraconazole: Cmax; AML Part 3d Pharmacokinetic parameters for AMG 176 and itraconazole: AUC; AML Part 3d Pharmacokinetic parameters for AMG 176 and itraconazole: CL; AML Part 3d Pharmacokinetic parameters for AMG 176 and itraconazole: t1/2; AML Part 4 Incidence of DLTs; AML Part 4 Incidence of treatment-related adverse events; AML Part 4 Incidence of treatment-emergent adverse events; AML Part 4 Incidence of clinically significant changes in vital signs; AML Part 4 Incidence of clinically significant changes in ECGs; AML Part 4 Incidence of clinically significant changes in clinical laboratory tests; AML Part 4 Pharmacokinetic parameters for AMG 176 and azacitidine: Cmax; AML Part 4 Pharmacokinetic parameters for AMG 176 and azacitidine: AUC; AML Part 4 Pharmacokinetic parameters for AMG 176 and azacitidine: CL; AML Part 4 Pharmacokinetic parameters for AMG 176 and azacitidine: t1/2; AML Part 5 Incidence of treatment-related adverse events; AML Part 5 Incidence of treatment-emergent adverse events; AML Part 5 Incidence of clinically significant changes in vital signs; AML Part 5 Incidence of clinically significant changes in ECGs; AML Part 5 Incidence of clinically significant changes in clinical laboratory tests; AML Part 5 Pharmacokinetic parameters for AMG 176 and azacitidine: Cmax; AML Part 5 Pharmacokinetic parameters for AMG 176 and azacitidine: AUC; AML Part 5 Pharmacokinetic parameters for AMG 176 and azacitidine: CL; AML Part 5 Pharmacokinetic parameters for AMG 176 and azacitidine: t1/2; MM Part 1a Overall response (OR) according to International Myeloma Working Group uniform response criteria (IMWG-URC) for MM subjects; MM Part 1a Progression-free survival (PFS); MM Part 1a Time to response; MM Part 1a Duration of response (DOR); MM Part 1a BAX and caspase 3 expression in circulating monocytes	Amgen	All	18 Years to 85 Years   (Adult, Older Adult)	175	Industry	Interventional Study	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	20150161; 2015-004777-32	13/06/2016	24/09/2024	21/10/2025			02/05/2016				27/06/2023	https://ClinicalTrials.gov/show/NCT02675452		Recurrent/Refractory	Company	N	Y	N	United States	Leukemia; Other Haem-onc	Acute Myeloid Leukemia, Adult; Multiple Myeloma	Itraconazole	Safety and/or Dose	Phase 1	DB01167	N
NCT03972748	Use Of Oral Itraconazole In Patients With Locally Limited Basocellular Carcinoma Of Skin.		Unknown status	Basal Cell Carcinoma|Hedgehog Pathway	Drug: Itraconazole 200 mg	clinical response; hedgehog pathway activity	Hospital de Clinicas de Porto Alegre	All	18 Years and older   (Adult, Older Adult)	28	Other	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	47011715.0.0000.5327	01/05/2018	12/01/2020	06/01/2021			06/04/2019				06/04/2019	https://ClinicalTrials.gov/show/NCT03972748		Localised/Locoregional	Hospital/University/Research Institute	N	N	N	Brazil	Skin	Basal Cell Carcinoma	Itraconazole	Response rate	Other	DB01167	N
NCT03013933	Brentuximab Vedotin, Cyclosporine, and Verapamil Hydrochloride in Treating Patients With Relapsed or Refractory Hodgkin Lymphoma		Active, not recruiting	Recurrent Hodgkin Lymphoma|Refractory Hodgkin Lymphoma	Drug: Brentuximab Vedotin; Drug: Cyclosporine; Other: Pharmacokinetic Study; Drug: Verapamil; Drug: Verapamil Hydrochloride	Dose-limiting toxicity; Overall response rate (complete response + partial response); Complete response rate assessed by Cheson 2014 criteria; Duration of overall response; Duration of complete response; Overall survival; Progression-free survival; Incidence of adverse events assessed	City of Hope Medical Center; National Cancer Institute (NCI)	All	15 Years and older   (Child, Adult, Older Adult)	29	Other; NIH	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	16414; NCI-2016-02062	05/03/2017	26/12/2023	26/12/2023			01/09/2017				21/02/2023	https://ClinicalTrials.gov/show/NCT03013933		Recurrent/Refractory	Hospital/University/Research Institute	N	N	Y	United States	Lymphoma	Hodgkin Lymphoma, Adult; Hodgkin Lymphoma, Childhood	Verapamil	Safety and/or Dose	Phase 1	DB00661	N
NCT05324384	Different Doses of Sirolimus for the Maintenance Treatment of Kaposiform Hemangioendothelioma		Recruiting	Hemangioendothelioma	Drug: Sirolimus	The changes in KHE volume; Quality of life (QOL) in patients; Frequency of adverse events; The changes in the patient's musculoskeletal complication.; The changes of platelet counts.; The changes of fibrinogen levels.; The changes of D-dimer levels.	West China Hospital	All	up to 14 Years   (Child)	30	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	2022-405	04/05/2022	30/04/2025	30/11/2025			04/12/2022				05/06/2022	https://ClinicalTrials.gov/show/NCT05324384		Localised/Locoregional	Hospital/University/Research Institute	N	N	Y	China	Other	Other	Sirolimus	Safety and/or Dose; QoL; Biomarker	Phase 2	DB00877	N
NCT04775173	Efficacy and Safety of Different Concentrations of Sirolimus in the Treatment of Kaposiform Hemangioendothelioma.		Recruiting	Kaposiform Hemangioendothelioma	Drug: Sirolimus	The changes in KHE volume; The changes of platelet counts; The changes of fibrinogen levels; Quality of life (QOL) in patients; The changes in the patient's musculoskeletal complication.; Frequency of adverse events	West China Hospital	All	1 Day to 18 Years   (Child, Adult)	30	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	2021-217	17/02/2021	20/08/2023	20/08/2023			03/01/2021				18/01/2023	https://ClinicalTrials.gov/show/NCT04775173	Primary/Main Curative	Localised/Locoregional	Hospital/University/Research Institute	Y	N	Y	China	Soft Tissue Sarcoma	Kaposi Sarcoma (non-AIDS related)	Sirolimus	Response rate	Phase 3	DB00877	N
NCT01869114	Sirolimus and Azacitidine in Treating Patients With High Risk Myelodysplastic Syndrome or Acute Myeloid Leukemia That is Recurrent or Not Eligible for Intensive Chemotherapy		Active, not recruiting	Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Del(5q)|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(15;17)(q22;q12)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|de Novo Myelodysplastic Syndromes|Myelodysplastic Syndrome With Isolated Del(5q)|Previously Treated Myelodysplastic Syndromes|Recurrent Adult Acute Myeloid Leukemia	Drug: Sirolimus; Drug: Azacitidine	Rate of response; Toxicity referring to toxic events during the full course of treatment that are attributed as possibly, probably or definitely due to treatment, graded according to the National Institutes of Health (NIH) Common Toxicity Criteria (CTC) v. 4.0; Pharmacokinetic assessment to assess levels of the drug in vivo; Inhibition of mTOR signaling by sirolimus measured by intracellular flow cytometry for phosphorylation of the downstream signaling target S6 ribosomal protein as a surrogate for mTOR activity; Quality of life (QOL) assessed by the European Organization for Research and Treatment of Cancer (EORTC) QOL and the Mental Health Inventory (MHI)	Sidney Kimmel Cancer Center at Thomas Jefferson University; Thomas Jefferson University	All	18 Years and older   (Adult, Older Adult)	57	Other	Interventional Study	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	12D.587; 2012-50	07/08/2013	12/01/2023	12/01/2023			06/05/2013				06/07/2023	https://ClinicalTrials.gov/show/NCT01869114		Any/All Stages	Hospital/University/Research Institute	N	N	N	United States	Leukemia	Acute Myeloid Leukemia, Adult	Sirolimus	Response rate	Phase 2	DB00877	N
NCT05279690	Pilot Trial of Colchicine in Urothelial Cancer and Other Solid Tumors		Recruiting	Urothelial Cancer|Metastatic Solid Tumor	Drug: Colchicine	Percent Change in Peripheral blood CRP level	Icahn School of Medicine at Mount Sinai	All	18 Years and older   (Adult, Older Adult)	45	Other	Interventional Study	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	STUDY-21-01175	14/02/2022	14/02/2025	14/02/2025			15/03/2022				21/03/2023	https://ClinicalTrials.gov/show/NCT05279690		Advanced/Metastatic	Hospital/University/Research Institute	N	N	N	United States	Urological; Multiple cancer types	Bladder Cancer; Any solid tumours	Colchicine	Biomarker	Phase 1	DB01394	N
NCT04264260	Evaluation the Palliative Effects of Colchicine on Primary Hepatic Malignant Tumors Unable to Receive Curative Treatment		Unknown status	Hepatocellular Carcinoma Stage IIIB|Cholangiocarcinoma, Intrahepatic|Cholangiocarcinoma; With Hepatocellular Carcinoma|Hepatocellular Carcinoma Stage IV	Drug: Colchicine Tablets	survival; serious adverse effect	Kaohsiung Medical University Chung-Ho Memorial Hospital; Kaohsiung Medical University	All	20 Years to 85 Years   (Adult, Older Adult)	80	Other	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	KMUHIRB-F(II)-20190152	24/12/2019	31/07/2022	31/07/2022			02/11/2020				02/11/2020	https://ClinicalTrials.gov/show/NCT04264260		Advanced/Metastatic	Hospital/University/Research Institute	N	N	N	Taiwan	GI	Liver Cancer; Cholangiocaricnoma	Colchicine	OS	Phase 2	DB01394	N
NCT05802992	The Efficacy and Safety of Colchicine Combined With Conventional Therapy in Multiple Myeloma Patients		Recruiting	Multiple Myeloma	Drug: Colchicine; Drug: Lenalidomide	Serum M protein; Proportion of bone marrow plasma cells; Serum protein electrophoresis (SPEP) and urine protein electrophoresis (UPEP ; Serum free light chain (FLC); Imaging X ray/CT/MRI ; Complete blood count (CBC); Blood biochemistries; Eastern Cooperative Oncology Group (ECOG) Score	Affiliated Hospital of Nantong University	All	18 Years to 80 Years   (Adult, Older Adult)	30	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2022-K043-01	30/03/2022	31/12/2024	31/12/2024			04/07/2023				04/07/2023	https://ClinicalTrials.gov/show/NCT05802992	Primary/Main Curative	Localised/Locoregional	Hospital/University/Research Institute	Y	N	N	China	Other Haem-onc	Multiple Myeloma	Colchicine	Biomarker	Phase 3	DB01394	N
NCT05284552	Tinzaparin And Biomarkers After Neoadjuvant Treatment of Ovarian Cancer		Recruiting	Epithelial Ovarian Cancer	Drug: Tinzaparin Injectable Solution	Changes in serum levels of CA-125; Changes in blood levels of hemoglobin; Changes in blood levels of platelets; Changes in blood levels of leucocytes; Changes in plasma levels of CRP; Changes in plasma levels of albumin; Changes in plasma levels of interleukin 6; Changes in plasma levels of vascular endothelial growth factor; Self reported compliance to tinzaparin injections; Number of participants with treatment-related adverse events as assessed by CTCAE v4.0; Proportion of participants with treatment-related adverse events as assessed by CTCAE v4.0; Objectively confirmed venous thromboembolism (VTE), i.e. pulmonary embolism, lower-limb deep vein thrombosis or upper extremity deep vein thrombosis. Death due to VTE.	University Hospital, Linkoeping; Region J nk ping County; V stervik Hospital	Female	18 Years and older   (Adult, Older Adult)	40	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	The TABANETOC-trial; 2021-000135-31	07/12/2022	31/12/2024	31/12/2024			17/03/2022				28/04/2023	https://ClinicalTrials.gov/show/NCT05284552		Localised/Locoregional	Hospital/University/Research Institute	N	N	N	Sweden	Gynaecological	Ovarian Epithelial Cancer; Fallopian Tube Cancer; Primary Peritoneal Cancer; Endometrial Cancer	Tinzaparin	Safety and/or Dose; Biomarker	Phase 2	DB06822	N
NCT05178628	The Impact of Thromboprophylaxis on Progression Free Survival of Patients With Advanced Pancreatic Cancer	imPaCT-PRO	Recruiting	Pancreatic Cancer|Thromboembolism	Drug: Innohep; Drug: Chemotherapy: Gemcitabine + Nab-Paclitaxel	PFS of patients; The number of VTE events during the trial;   of patients experiencing at least one major bleeding event;   of patients experiencing any bleeding event; VTE events; Patients with complete or partial response; Change from baseline in QoL	Michalis Karamouzis; Institute of Molecular Medicine and Biomedical Research	All	18 Years and older   (Adult, Older Adult)	450	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	imPaCT-PRO-01	02/10/2022	31/12/2024	31/12/2024			01/05/2022				29/03/2022	https://ClinicalTrials.gov/show/NCT05178628	Primary/Main Curative	Advanced/Metastatic	Hospital/University/Research Institute	Y	N	N	Greece	GI	Pancreatic Cancer	Tinzaparin	PFS; Other (specify)	Phase 3	DB06822	N
NCT01455831	Extended Peri-operative Tinzaparin to Improve Disease-free Survival in Patients With Resectable Colorectal Cancer	PERIOP-01	Completed	Adenocarcinoma of the Colon	Drug: Tinzaparin	Disease Free Survival; Overall Survival; Venous Thromboembolism events; Major surgical site bleeding events; Major bleeding events (not including the surgical site);   Clinically relevant bleeding events prior to surgery and during the   Clinically relevant bleeding events; Transfusion requirements; Correlative endpoints; Other post-operative (day 0 - day 28) complications	Ottawa Hospital Research Institute	All	18 Years and older   (Adult, Older Adult)	616	Other	Interventional Study	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	221097	09/01/2011	31/12/2020	02/01/2021			20/10/2011				17/05/2021	https://ClinicalTrials.gov/show/NCT01455831	Perioperative	Localised/Locoregional	Hospital/University/Research Institute	Y	N	N	Canada	GI	Colon Cancer; Rectal Cancer	Tinzaparin	DFS/RFS/EFS	Phase 3	DB06822	N
NCT05025735	Alpelisib, Fulvestrant and Dapagliflozin for the Treatment of HR+, HER2 -, PIK3CA Mutant Metastatic Breast Cancer		Recruiting	Metastatic Breast Cancer|HER2-negative Breast Cancer	Drug: Dapagliflozin 10Mg Tab	Incidence of all grade hyperglycemia as assessed by CTCAE v5.0; Incidence of Grade 3/4 hyperglycemia as assessed by CTCAE v5.0; Overall response rate (ORR) as assed by RECIST 1.1 in patients with measurable disease; Progression free survival	Saint Luke's Health System; Novartis Pharmaceuticals	All	18 Years to 65 Years   (Adult, Older Adult)	25	Other; Industry	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CBYL719A0US03T	25/08/2021	12/01/2022	07/01/2023			27/08/2021				19/10/2021	https://ClinicalTrials.gov/show/NCT05025735		Advanced/Metastatic; Recurrent/Refractory	Hospital/University/Research Institute	N	N	N	United States	Breast	Breast Cancer - HER2-; Breast Cancer - ER/HR+	Dapagliflozin	Response rate; PFS; Biomarker	Phase 2	DB06292	N
NCT04887935	Neoadjuvant SGLT2 Inhibition in High-Risk Localized Prostate Cancer		Not yet recruiting	Prostate Cancer|Cancer of Prostate	Drug: Dapagliflozin; Device: BIOSENSE Meter	Frequency and severity of toxicities related to dapagliflozin as measured by CTCAE v 5.0; Number of patients enrolled in 24 months; Percent reduction in prostate tumor size as determined by pre-operative prostate MRI; Percentage of prostate tumor necrosis; Change in plasma glucose; Change in ketones; Change in HbA1C	Washington University School of Medicine	Male	18 Years and older   (Adult, Older Adult)	24	Other	Interventional Study	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	202107070	31/12/2023	28/02/2027	28/02/2027			14/05/2021				18/08/2023	https://ClinicalTrials.gov/show/NCT04887935		Localised/Locoregional	Hospital/University/Research Institute	N	N	N	United States	Urological	Prostate Cancer	Dapagliflozin	Safety and/or Dose; Other (specify)	Phase 1	DB06292	N
